sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2016-10-12;8,204;8,352;8,352;8,352;8,204;8,278;8,31;25958,14118981285;215723,4;22;
2016-10-11;8,278;8,389;8,463;8,50;8,278;8,352;8,366;23579,614544775268;197276,7;30;
2016-10-10;8,389;8,463;8,389;8,50;8,389;8,463;8,419;10175,710408036195;85668,8;27;
2016-10-07;8,426;8,537;8,463;8,758;8,389;8,426;8,553;23871,85672641811;204176,25;32;
2016-10-06;8,241;8,352;8,13;8,426;8,13;8,352;8,356;61825,45709421911;516615,75;41;
2016-10-05;8,167;8,278;8,241;8,426;8,13;8,278;8,232;65318,83354330161;537725,3;65;
2016-10-04;8,352;8,463;8,426;8,463;8,204;8,352;8,406;27596,591569301192;231975,2;43;
2016-10-03;8,352;8,389;8,426;8,722;8,093;8,426;8,30;121266,97565114801;1007393,8;118;
2016-09-30;8,315;8,537;8,722;8,722;8,13;8,426;8,367;154251,1059579575;1290677,05;104;
2016-09-29;8,648;8,758;8,722;8,869;8,648;8,722;8,744;19151,33370904831;167458,05;31;
2016-09-28;8,722;8,795;8,722;8,906;8,685;8,722;8,763;25243,771412463677;221212,8;39;
2016-09-27;8,685;8,758;8,722;8,869;8,685;8,722;8,776;39192,92369365676;343949,7;41;
2016-09-26;8,906;8,943;8,943;8,943;8,758;8,943;8,884;24852,76219721006;220789,3;34;
2016-09-23;8,943;9,054;8,832;9,165;8,832;9,054;9,02;15609,250229692006;140794,75;24;
2016-09-22;8,832;8,943;8,943;9,165;8,869;8,98;9,044;22762,41881462584;205870,8;36;
2016-09-21;8,98;9,017;8,943;9,054;8,722;8,943;8,913;214061,98616112946;1902047,05;64;
2016-09-20;8,722;8,943;8,537;8,906;8,463;8,869;8,622;112281,88153869376;968139,95;97;
2016-09-19;8,795;8,906;8,50;8,906;8,50;8,906;8,683;92976,30890044506;807296,8;101;
2016-09-16;8,648;8,869;8,906;8,906;8,574;8,869;8,777;64162,041574298695;563133,55;60;
2016-09-15;8,611;8,648;8,98;8,98;8,611;8,611;8,793;39698,93561927909;349088,6;38;
2016-09-14;8,648;8,758;8,943;8,98;8,648;8,648;8,769;44556,108916028184;390713,65;52;
2016-09-13;8,758;8,943;8,906;8,98;8,832;8,943;8,918;27560,061296595835;245787,5;32;
2016-09-12;8,795;8,906;8,869;8,906;8,758;8,906;8,855;39458,106414036374;349380,55;51;
2016-09-09;8,869;8,98;8,869;8,98;8,795;8,869;8,893;29705,87657476967;264182,75;34;
2016-09-08;8,722;8,869;8,832;8,869;8,50;8,869;8,755;90259,53898961715;790185,6;68;
2016-09-07;8,832;8,869;8,906;8,943;8,722;8,832;8,814;55367,716663750194;488013,5;58;
2016-09-06;8,795;8,869;8,758;8,98;8,722;8,832;8,859;63208,19556476997;559979,8;56;
2016-09-05;8,906;8,943;9,017;9,017;8,722;8,906;8,875;63484,20206965488;563415,1;60;
2016-09-02;9,017;9,054;9,239;9,239;9,017;9,017;9,078;42498,236886959836;385802,65;50;
2016-09-01;9,017;9,091;8,943;9,128;8,943;9,017;9,062;62999,837713043125;570914,35;48;
2016-08-31;9,017;9,091;9,017;9,202;8,98;9,017;9,063;72316,4102259719;655437,1;75;
2016-08-30;9,017;9,128;8,98;9,202;8,869;9,017;9,07;86630,86523421852;785741,9;88;
2016-08-29;8,869;8,98;8,869;9,017;8,795;8,98;8,892;38873,62205075069;345653,9;67;
2016-08-26;8,722;8,869;8,758;8,943;8,722;8,869;8,808;32413,175674155445;285497,25;63;
2016-08-25;8,574;8,685;8,352;8,685;8,352;8,685;8,624;43147,66395727726;372113,9;65;
2016-08-24;8,315;8,426;8,50;8,722;8,315;8,315;8,518;91861,45909640014;782476,25;161;
2016-08-23;8,574;8,685;9,276;9,276;8,463;8,537;8,697;91479,92069258865;795587,6;123;
2016-08-22;8,832;9,091;9,387;9,387;8,722;8,832;9,036;78595,55821210352;710151,75;111;
2016-08-19;8,795;8,943;8,832;8,98;8,795;8,795;8,876;76700,04295061453;680770,6;128;
2016-08-18;8,426;8,537;8,648;8,869;8,389;8,537;8,60;135060,53603007752;1161533,95;142;
2016-08-17;8,50;8,574;8,685;8,758;8,50;8,50;8,632;89689,93733002624;774215;105;
2016-08-16;8,943;9,054;9,239;9,424;8,758;8,758;9,076;107873,89529891421;979098,7;161;
2016-08-15;9,35;9,461;9,682;9,793;9,35;9,461;9,482;71131,20582264258;674434,05;87;
2016-08-12;9,572;9,645;9,608;9,756;9,424;9,572;9,555;87822,83450286364;839114,6;89;
2016-08-11;9,682;9,756;10,274;10,274;9,387;9,756;9,798;198560,97377649034;1945493,95;153;
2016-08-10;10,163;10,20;10,311;10,311;10,089;10,20;10,205;43899,91698039495;448001,75;64;
2016-08-09;10,052;10,20;10,348;10,348;10,015;10,20;10,229;106188,09086221523;1086179;124;
2016-08-08;10,052;10,20;9,756;10,274;9,756;10,052;10,058;87830,9523412426;883436,95;100;
2016-08-05;9,756;9,867;9,793;9,904;9,719;9,756;9,80;65628,66437476554;643129,3;91;
2016-08-04;9,719;9,83;10,311;10,348;9,719;9,83;9,993;114360,04816370952;1142745,9;126;
2016-08-03;10,20;10,348;10,902;10,902;9,941;10,421;10,199;133588,50133735803;1362401,4;230;
2016-08-02;10,717;10,902;11,087;11,087;10,348;10,902;10,714;129911,1205516856;1391908,4;164;
2016-08-01;10,939;11,05;9,535;11,456;9,535;11,05;10,891;329611,29764735774;3589644,6;376;
2016-07-29;9,535;9,608;9,608;9,682;9,424;9,608;9,596;88144,84209189603;845879,4;107;
2016-07-28;9,461;9,608;9,387;9,572;9,387;9,535;9,50;152262,2355551104;1446445,4;107;
2016-07-27;8,98;9,165;9,239;9,276;8,869;9,165;9,185;73243,19677423738;672759,75;94;
2016-07-26;8,832;8,943;8,832;9,239;8,758;8,832;8,956;69592,87544982818;623264,1;82;
2016-07-25;8,758;8,795;8,574;8,869;8,574;8,795;8,73;151569,5133467718;1323260,55;93;
2016-07-22;8,426;8,574;8,426;8,611;8,426;8,574;8,533;21244,383037758853;181270,25;35;
2016-07-21;8,50;8,611;8,574;8,685;8,426;8,50;8,511;23552,555083512044;200459,75;40;
2016-07-20;8,50;8,611;8,685;8,758;8,537;8,574;8,666;29642,286840801087;256884,55;54;
2016-07-19;8,50;8,685;8,426;8,685;8,426;8,685;8,589;137972,13406200067;1185014,4;110;
2016-07-18;8,315;8,352;8,278;8,426;8,13;8,352;8,361;62657,535528063316;523849,2;64;
2016-07-15;8,13;8,352;8,315;8,389;8,093;8,352;8,262;37432,7057384839;309260,45;72;
2016-07-14;8,093;8,13;8,13;8,13;7,982;8,13;8,114;17889,00984111881;145154,35;24;
2016-07-13;7,909;8,056;8,204;8,315;7,982;7,982;8,164;32947,600034104165;268977,35;60;
2016-07-12;8,13;8,204;8,389;8,389;8,056;8,093;8,182;38511,02526982346;315110,65;47;
2016-07-11;8,13;8,167;8,352;8,426;8,056;8,13;8,278;34061,09686508592;281947,1;57;
2016-07-08;8,167;8,352;8,352;8,352;8,13;8,352;8,308;37634,298724894936;312682,05;41;
2016-07-07;8,204;8,352;7,909;8,463;7,909;8,278;8,325;102909,83713017538;856683,3;69;
2016-07-06;7,872;7,909;7,835;8,426;7,798;7,909;8,174;58510,67308947391;478280,95;34;
2016-07-05;7,835;7,945;8,093;8,167;7,798;7,945;8,029;37547,70844885261;301464,15;39;
2016-07-04;7,909;8,093;7,909;8,204;7,613;8,093;7,82;81021,43891435175;633615,85;95;
2016-07-01;8,13;8,204;7,613;8,648;7,576;8,056;8,05;166606,45597074658;1341251,95;130;
2016-06-30;7,465;7,613;7,391;7,65;6,911;7,613;7,286;80660,19510648768;587693,75;94;
2016-06-29;7,28;7,354;7,022;7,391;6,948;7,28;7,176;44606,168919365154;320089,85;57;
2016-06-28;6,874;6,948;6,80;6,948;6,80;6,837;6,854;99256,80985963985;680345,6;60;
2016-06-27;6,874;6,948;7,022;7,022;6,837;6,874;6,942;75536,48611629581;524336,2;86;
2016-06-23;7,28;7,391;7,243;7,465;7,243;7,317;7,372;17128,638979622155;126270;20;
2016-06-22;7,206;7,317;7,354;7,465;7,206;7,206;7,365;63025,544201243196;464193,3;54;
2016-06-21;7,354;7,428;7,28;7,502;7,28;7,354;7,388;56136,20536362581;414721,75;42;
2016-06-20;7,317;7,391;7,059;7,539;7,059;7,317;7,297;9143,391960844117;66715,3;39;
2016-06-17;7,317;7,465;7,465;7,576;7,243;7,317;7,363;10216,299599931033;75223,75;39;
2016-06-16;7,354;7,391;7,391;7,465;7,243;7,391;7,383;38469,08310486546;284010,6;39;
2016-06-15;7,391;7,465;7,576;7,576;7,206;7,465;7,407;12619,179760105516;93471,05;29;
2016-06-14;7,502;7,576;7,502;7,65;7,317;7,576;7,502;31681,21724698518;237681,35;41;
2016-06-13;7,576;7,65;7,391;7,65;7,243;7,65;7,426;29456,92953114799;218753,3;52;
2016-06-10;7,613;7,724;7,945;7,945;7,613;7,724;7,766;20812,784630610396;161635,75;45;
2016-06-09;7,798;7,909;7,872;8,056;7,687;7,945;7,836;25177,475732368773;197297,8;51;
2016-06-08;7,576;7,687;7,872;7,872;7,391;7,872;7,625;33457,670878915975;255119,3;77;
2016-06-07;7,539;7,65;7,465;7,65;7,354;7,65;7,501;33837,856309664305;253812,75;52;
2016-06-03;7,391;7,428;7,465;7,502;7,391;7,428;7,452;25955,435243686526;193409,5;32;
2016-06-02;7,391;7,465;7,465;7,502;7,391;7,465;7,435;31130,557210278526;231442,9;28;
2016-06-01;7,428;7,539;7,465;7,539;7,354;7,502;7,408;79144,86527574701;586293,6;48;
2016-05-31;7,428;7,465;7,539;7,539;7,428;7,428;7,444;22663,651781015065;168709,75;36;
2016-05-30;7,428;7,539;7,428;7,687;7,317;7,539;7,444;14260,336085720182;106158,8;32;
2016-05-27;7,428;7,465;7,428;7,613;7,428;7,465;7,473;27243,46559981609;203585,3;31;
2016-05-26;7,465;7,539;7,428;7,687;7,428;7,539;7,539;16618,568134810342;125285,4;44;
2016-05-25;7,539;7,613;7,761;7,761;7,502;7,539;7,604;23741,971312354628;180535,85;41;
2016-05-24;7,539;7,761;7,872;7,872;7,465;7,539;7,69;18972,741264711017;145906,8;39;
2016-05-23;7,761;7,872;7,761;7,872;7,502;7,872;7,716;27118,99207800525;209395,6;43;
2016-05-20;7,465;7,502;7,539;7,539;7,391;7,465;7,445;5694,663622845944;42397;14;
2016-05-19;7,317;7,391;7,539;7,539;7,28;7,28;7,389;27953,77645797578;206538,75;32;
2016-05-18;7,391;7,502;7,428;7,502;7,28;7,502;7,435;13355,197106465268;99297,3;29;
2016-05-17;7,391;7,428;7,391;7,539;7,354;7,428;7,404;12953,36410670636;95909;29;
2016-05-16;7,28;7,317;7,354;7,354;7,132;7,28;7,219;33664,67575757966;243034,2;58;
2016-05-13;7,317;7,391;7,354;7,428;7,206;7,354;7,33;21857,279835370926;160220,25;44;
2016-05-12;7,206;7,354;7,391;7,539;7,059;7,206;7,267;79595,40530577973;578411,65;95;
2016-05-11;7,391;7,613;7,687;7,687;7,317;7,428;7,396;22694,770161467775;167839,95;44;
2016-05-10;7,613;7,724;7,761;7,761;7,502;7,724;7,572;32782,537320398485;248214,7;43;
2016-05-09;7,539;7,65;7,65;7,761;7,502;7,761;7,58;25150,416271105547;190652,65;46;
2016-05-06;7,502;7,65;7,687;7,687;7,354;7,65;7,506;32331,99729036577;242669,9;40;
2016-05-04;7,317;7,354;7,354;7,687;7,317;7,502;7,397;24812,17300531522;183535,7;36;
2016-05-03;7,317;7,391;7,724;7,724;7,354;7,354;7,476;51904,10562205724;388028,7;62;
2016-05-02;7,428;7,539;7,761;8,278;7,317;7,539;7,593;62377,470103988926;473620,9;87;
2016-04-29;7,835;7,945;7,65;8,204;7,65;7,945;7,99;67624,29964292848;540328,35;67;
2016-04-28;7,909;7,982;8,13;8,278;7,909;7,982;8,125;59892,058586961604;486627,9;71;
2016-04-27;7,945;8,13;8,13;8,13;7,687;8,019;7,86;86434,68414006014;679357,25;107;
2016-04-26;8,056;8,167;8,167;8,352;8,056;8,13;8,136;47160,5820626137;383717,2;82;
2016-04-25;8,241;8,352;8,389;8,389;8,204;8,352;8,26;41202,0886924513;340340,7;86;
2016-04-22;8,13;8,204;7,945;8,648;7,687;8,204;8,135;117708,65649503376;957607,1;109;
2016-04-21;7,835;7,909;7,687;7,945;7,465;7,945;7,664;52879,599200596545;405275,95;75;
2016-04-20;7,687;7,724;7,539;7,761;7,539;7,687;7,653;56251,20807399452;430509,75;77;
2016-04-19;7,724;7,798;7,761;8,019;7,613;7,724;7,741;116205,50342186155;899601,2;130;
2016-04-18;7,945;7,982;7,982;8,056;7,761;7,982;7,897;31594,626970942856;249496,15;87;
2016-04-15;7,982;8,13;8,13;8,13;7,872;8,019;8,026;60032,76778553038;481815,85;80;
2016-04-14;8,13;8,167;8,278;8,426;7,835;8,13;8,089;133666,97377502138;1081282,45;144;
2016-04-13;8,278;8,315;8,241;8,611;8,13;8,278;8,26;112595,77128934717;930002,5;128;
2016-04-12;8,241;8,278;8,204;8,389;8,13;8,241;8,286;65964,20169442954;546609,65;85;
2016-04-11;8,50;8,537;8,389;8,869;8,389;8,537;8,675;91876,34180009491;797016,55;96;
2016-04-08;8,50;8,574;8,648;8,648;8,204;8,50;8,438;53322,021392250295;449948,7;104;
2016-04-07;8,574;8,648;8,426;8,869;7,909;8,648;8,346;164177,86932237205;1370259,15;185;
2016-04-06;8,315;8,426;8,648;8,648;7,982;8,426;8,361;125229,83375314747;1047001,6;140;
2016-04-05;8,50;8,648;9,387;9,535;8,13;8,648;8,711;420433,67343125003;3662437,85;435;
2016-04-04;8,758;8,869;7,798;9,608;7,798;8,869;8,851;926188,5341715785;8197386;1004;
2016-04-01;7,465;7,502;6,689;7,539;6,652;7,502;7,015;205982,03102793012;1445020,15;218;
2016-03-31;6,541;6,726;6,209;6,837;6,209;6,578;6,443;91765,39800891568;591267;105;
2016-03-30;6,172;6,209;6,061;6,393;6,061;6,172;6,198;67088,5223099166;415816;58;
2016-03-29;6,024;6,135;6,135;6,135;5,987;6,024;6,099;104303,39938523153;636118,5;75;
2016-03-24;6,061;6,098;6,061;6,135;5,987;6,061;6,074;58135,899550978225;353106,2;42;
2016-03-23;6,024;6,098;6,135;6,209;5,987;6,061;6,094;280088,4246164644;1706914,75;159;
2016-03-22;5,802;5,839;5,802;5,876;5,765;5,839;5,856;443474,8046968871;5995070,8;68;
2016-03-21;5,839;5,876;5,839;5,839;5,691;5,802;5,769;54742,64310856967;315822,35;76;
2016-03-18;5,728;5,765;5,765;5,765;5,654;5,765;5,713;87722,7144961897;501196,65;90;
2016-03-17;5,728;5,765;5,839;5,839;5,691;5,765;5,757;36976,753816198536;212870,95;58;
2016-03-16;5,802;5,839;5,765;5,95;5,728;5,839;5,806;55691,077225845744;323348,85;44;
2016-03-15;5,876;5,913;5,913;5,913;5,765;5,913;5,826;45258,3019358089;263668,15;43;
2016-03-14;5,876;5,913;5,839;5,95;5,765;5,913;5,904;187750,7190018315;1108519,45;85;
2016-03-11;5,802;5,839;5,839;5,839;5,691;5,839;5,795;60099,06346562529;348283,8;61;
2016-03-10;5,802;5,913;5,987;5,987;5,765;5,839;5,807;41863,69252033718;243105,5;35;
2016-03-09;5,802;5,839;5,765;5,876;5,765;5,839;5,827;21627,274414633502;126016;18;
2016-03-08;5,765;5,913;5,876;5,913;5,765;5,765;5,834;64341,986991699145;375342,85;43;
2016-03-07;5,839;5,913;5,913;5,987;5,802;5,913;5,889;46091,73334271627;271447,45;48;
2016-03-04;5,839;5,913;5,913;5,95;5,839;5,839;5,866;126776,28196434084;743711,05;69;
2016-03-03;5,876;5,913;6,061;6,061;5,839;5,876;5,906;104362,93020001062;616393,75;59;
2016-03-02;5,913;5,987;5,839;5,987;5,839;5,987;5,921;187858,9568468844;1112229,9;78;
2016-03-01;5,839;5,876;5,839;5,95;5,654;5,839;5,794;153765,3886282826;890853,95;84;
2016-02-29;5,691;5,802;5,765;5,913;5,617;5,765;5,697;225690,7896390009;1285759,3;113;
2016-02-26;5,691;5,765;6,061;6,061;5,617;5,765;5,693;128037,25285920719;728873,1;106;
2016-02-25;5,876;5,913;5,802;5,913;5,728;5,839;5,838;76763,6326845831;448107,25;66;
2016-02-24;5,765;5,876;5,839;5,987;5,728;5,728;5,792;46969,812860707956;272027,3;41;
2016-02-23;5,839;5,876;6,061;6,061;5,691;5,839;5,752;175210,01167938934;1007810,35;84;
2016-02-22;5,876;5,913;5,765;6,209;5,543;5,839;5,898;274533,1172191241;1619232,35;161;
2016-02-19;5,876;5,913;5,802;5,987;5,765;5,839;5,865;44330,16241448025;259999,25;44;
2016-02-18;5,876;5,95;5,913;5,987;5,765;5,876;5,841;186615,57460183915;1089999;103;
2016-02-17;5,876;5,987;5,765;5,987;5,765;5,913;5,905;99724,93853949367;588831,9;126;
2016-02-16;5,802;5,876;5,987;5,987;5,617;5,802;5,808;114291,0465374883;663790,2;96;
2016-02-15;5,987;6,098;6,172;6,172;5,987;5,987;6,087;64912,94162435322;395127,2;56;
2016-02-12;5,987;6,098;5,765;6,098;5,765;6,098;6,039;59363,046119265535;358481,1;38;
2016-02-11;5,95;5,987;6,098;6,135;5,876;5,95;6,029;121735,10433100181;733959,7;68;
2016-02-10;6,061;6,135;6,172;6,172;5,913;6,061;6,047;37918,42306815881;229298,05;36;
2016-02-09;5,913;5,987;6,209;6,209;5,802;5,913;5,918;96487,27399934864;570987,45;63;
2016-02-08;6,209;6,356;5,95;6,319;5,95;6,209;6,157;131438,6271399947;809211,65;125;
2016-02-05;6,172;6,209;6,135;6,282;6,061;6,209;6,171;109167,33754729642;673677,7;73;
2016-02-04;6,135;6,209;6,135;6,282;6,135;6,209;6,198;42176,22929792744;261413,2;45;
2016-02-03;6,282;6,319;6,061;6,467;6,061;6,246;6,214;61117,85218218575;379757,25;53;
2016-02-02;6,356;6,467;6,024;6,504;6,024;6,356;6,292;59570,05099792921;374835,7;69;
2016-02-01;6,356;6,43;6,467;6,541;6,319;6,356;6,377;124455,9331610192;793638,7;60;
2016-01-29;6,467;6,578;6,80;6,80;6,356;6,356;6,493;152918,42749074363;992893,3;71;
2016-01-28;6,467;6,504;6,615;6,763;6,393;6,652;6,563;111852,98907767162;734067,15;107;
2016-01-27;6,504;6,578;6,504;6,615;6,43;6,541;6,546;63975,33129158243;418763,15;76;
2016-01-26;6,467;6,541;6,80;6,80;6,356;6,504;6,448;88542,61617246545;570961,05;105;
2016-01-25;6,726;6,763;6,135;6,763;6,135;6,763;6,563;124304,40017794513;815839,35;142;
2016-01-22;6,098;6,135;6,061;6,282;6,061;6,135;6,111;47167,34692792951;288243,7;59;
2016-01-21;5,913;5,95;5,913;6,061;5,876;5,95;5,939;57325,4686861446;340463,6;73;
2016-01-20;5,728;5,913;6,282;6,282;5,543;5,913;5,928;321914,2338910331;1908198,9;173;
2016-01-19;6,135;6,209;6,024;6,319;6,024;6,135;6,157;55929,20048496214;344368,7;103;
2016-01-18;6,024;6,098;6,541;6,578;5,913;6,024;6,192;184487,34797348644;1142373,35;186;
2016-01-15;6,172;6,209;6,578;6,578;6,209;6,246;6,334;156445,62826640517;990995,75;166;
2016-01-14;6,467;6,578;6,43;6,615;6,356;6,541;6,48;151722,39930290903;983135,5;235;
2016-01-13;6,43;6,467;6,541;6,763;6,43;6,467;6,633;265925,50259129185;1766403,8;121;
2016-01-12;6,578;6,615;6,356;6,763;6,356;6,541;6,584;160519,43015958386;1056912,4;117;
2016-01-11;6,504;6,578;6,578;6,652;6,319;6,504;6,516;417558,6056720322;2720658,15;349;
2016-01-08;6,578;6,652;6,652;7,132;6,578;6,652;6,843;387399,48312110354;2650934,6;309;
2016-01-07;6,652;6,726;6,874;6,874;6,061;6,652;6,585;530546,7391496962;3493590,65;434;
2016-01-05;6,874;6,948;7,354;7,354;6,652;7,022;6,986;701450,2375690431;4900337,35;541;
2016-01-04;7,206;7,28;10,126;10,237;5,543;7,206;6,652;3135738,314431752;20859853,15;2121;
2015-12-30;10,237;10,274;10,348;10,458;10,20;10,20;10,267;224299,93333007107;2302926,55;258;
2015-12-29;10,348;10,458;10,385;10,569;10,274;10,348;10,414;224780,23876749334;2340933,45;247;
2015-12-28;10,385;10,458;11,235;11,235;10,20;10,458;10,431;268060,4940849604;2796119,3;345;
2015-12-23;10,791;10,902;11,235;11,308;10,532;10,754;10,976;720077,9707026479;11096070,05;257;
2015-12-22;10,902;11,013;11,087;11,161;10,717;10,902;10,891;209467,28963863364;2281306,75;267;
2015-12-21;10,717;10,791;10,089;10,939;9,978;10,717;10,518;334740,4185298023;3520821,85;291;
2015-12-18;10,052;10,089;9,756;10,126;9,645;10,089;9,968;137698,8335032421;1372639,2;151;
2015-12-17;9,719;9,867;9,978;9,978;9,608;9,756;9,792;193490,03073576177;1894695;152;
2015-12-16;9,756;9,941;9,387;9,978;9,387;9,793;9,769;172184,76391016066;1682152,8;140;
2015-12-15;9,387;9,572;9,091;10,052;8,685;9,387;9,34;417067,4764501047;3895254,65;312;
2015-12-14;9,091;9,165;10,348;10,717;8,648;9,091;9,429;540006,72680732;5091738,5;479;
2015-12-11;10,052;10,163;11,087;11,604;10,163;10,20;10,977;328978,1062537983;3611047,1;273;
2015-12-10;10,569;10,717;10,274;10,828;10,274;10,717;10,558;279284,7586169466;2948635,1;230;
2015-12-09;10,20;10,274;11,456;11,456;9,978;10,20;10,503;376004,743983159;3949169,15;345;
2015-12-08;11,53;11,678;11,826;11,974;11,382;11,53;11,626;285172,8973878246;3315355,1;236;
2015-12-07;11,604;11,826;10,939;12,565;10,717;11,974;11,83;711722,0090645638;8419960,3;562;
2015-12-04;10,569;10,939;10,976;10,976;9,756;10,976;10,462;448478,0990844576;4692104,6;458;
2015-12-03;10,939;11,013;11,678;12,787;10,791;11,013;11,984;1902795,609541863;22803212;1504;
2015-12-02;10,976;11,087;9,313;11,90;9,165;11,161;10,716;1684727,4701407128;18054203,9;1398;
2015-12-01;8,943;9,054;8,463;9,202;8,463;8,98;8,851;483409,15762915625;4278692,65;578;
2015-11-30;8,204;8,278;7,761;8,574;7,761;8,204;8,276;226267,1561639076;1872653,35;157;
2015-11-27;7,945;8,019;7,909;7,945;7,687;7,909;7,841;123751,03419511216;970306,65;63;
2015-11-26;7,982;8,056;7,798;8,056;7,798;7,945;7,944;78529,26253200862;623867,45;69;
2015-11-25;7,835;7,872;7,724;7,909;7,724;7,798;7,80;49265,8081488927;384268,75;58;
2015-11-24;7,687;7,835;8,019;8,019;7,613;7,724;7,745;209100,63393851693;1619443,65;77;
2015-11-23;7,687;7,724;7,835;7,945;7,687;7,687;7,762;56851,92811403815;441304,4;63;
2015-11-20;7,724;7,835;7,502;7,835;7,502;7,835;7,709;99270,33959027147;765288,45;52;
2015-11-19;7,613;7,687;7,465;7,687;7,465;7,613;7,602;41721,63034870524;317163,05;33;
2015-11-18;7,613;7,687;7,502;7,687;7,502;7,613;7,616;214007,867238603;1629809,15;24;
2015-11-17;7,576;7,613;7,687;7,687;7,502;7,576;7,606;262685,1321050205;1997908,15;69;
2015-11-16;7,539;7,65;7,502;7,687;7,391;7,539;7,531;76767,69160377259;578137,25;50;
2015-11-13;7,539;7,65;7,576;7,687;7,428;7,539;7,538;35499,30723122639;267596,5;33;
2015-11-12;7,576;7,65;7,576;7,687;7,465;7,576;7,63;43134,13422664565;329110,95;36;
2015-11-11;7,539;7,576;7,613;7,761;7,28;7,576;7,522;56114,55779461523;422092,2;56;
2015-11-10;7,613;7,687;7,465;7,613;7,391;7,613;7,518;30708,4296145722;230879,05;38;
2015-11-09;7,539;7,613;7,317;7,761;7,206;7,539;7,393;201418,45288588703;1489143,7;86;
2015-11-06;7,502;7,539;7,724;7,724;7,428;7,539;7,547;57506,76707660822;434009,5;63;
2015-11-05;7,687;7,761;7,687;7,835;7,391;7,724;7,601;118723,38629240474;902442,75;113;
2015-11-04;7,576;7,687;7,539;7,687;7,465;7,687;7,593;79299,1042049474;602091,1;67;
2015-11-03;7,539;7,613;7,539;7,613;7,391;7,539;7,499;115093,35956394295;863043,65;71;
2015-11-02;7,502;7,576;7,428;7,835;7,391;7,502;7,554;49244,16057988211;372012,2;78;
2015-10-30;7,576;7,687;7,761;7,761;7,465;7,687;7,583;50014,0022528209;379243,05;40;
2015-10-29;7,613;7,687;7,391;7,761;7,317;7,687;7,515;90419,18981107019;679493,35;88;
2015-10-28;7,576;7,835;7,909;7,909;7,391;7,502;7,543;122165,34976508711;921465,45;103;
2015-10-27;7,724;7,909;7,945;7,945;7,687;7,909;7,795;38891,210700571784;303174,2;51;
2015-10-26;7,945;8,056;8,056;8,13;7,872;7,945;8,00;48748,97243876508;390004,25;67;
2015-10-23;7,982;8,056;7,613;7,982;7,465;7,982;7,673;137363,2961835781;1053958,75;85;
2015-10-22;7,502;7,576;7,391;7,576;7,354;7,576;7,477;120877,31940895754;903785,45;50;
2015-10-21;7,354;7,428;7,428;7,502;7,317;7,354;7,416;48735,442708133465;361431,3;37;
2015-10-20;7,428;7,539;7,539;7,539;7,28;7,428;7,404;164507,9947497834;1217953,1;77;
2015-10-19;7,391;7,428;7,428;7,539;7,28;7,391;7,406;62395,05875381002;462120,85;54;
2015-10-16;7,354;7,502;7,391;7,502;7,243;7,354;7,371;88405,96589308616;651623,85;59;
2015-10-15;7,317;7,391;7,465;7,465;7,169;7,391;7,407;71159,61825696897;527074,1;52;
2015-10-14;7,28;7,354;7,391;7,391;7,095;7,354;7,336;71926,75398378144;527667,35;46;
2015-10-13;7,059;7,243;7,317;7,317;6,948;7,243;7,206;37273,054917030866;268606,55;53;
2015-10-12;7,243;7,428;7,391;7,576;7,243;7,243;7,364;134497,69923580243;990442,05;81;
2015-10-09;7,132;7,243;7,022;7,428;6,948;7,243;7,177;127981,78096361756;918554,9;108;
2015-10-08;7,059;7,132;7,169;7,206;6,948;7,059;7,10;54381,3993007056;386091,6;61;
2015-10-07;6,837;6,948;7,317;7,317;6,541;6,837;6,847;167319,4727750326;1145650,55;138;
2015-10-06;6,948;7,022;6,837;7,798;6,467;7,022;7,197;415744,2687943329;2992288,8;341;
2015-10-05;6,837;6,874;6,874;7,022;6,80;6,874;6,894;32819,06759310384;226256,5;49;
2015-10-02;6,874;6,948;7,059;7,059;6,80;6,874;6,869;31214,44154019453;214420,85;53;
2015-10-01;7,059;7,095;6,911;7,354;6,911;7,095;7,151;56463,62484491085;403785,3;85;
2015-09-30;6,874;6,911;6,837;6,948;6,837;6,874;6,886;32762,242724451065;225615,55;40;
2015-09-29;6,80;6,837;7,317;7,317;6,578;6,837;6,799;52496,707823721896;356936,05;75;
2015-09-28;6,837;6,874;6,652;7,022;6,615;7,022;6,836;36739,983530145306;251152,25;57;
2015-09-25;6,726;6,80;6,763;7,022;6,652;6,726;6,755;248972,75010988067;1681868;72;
2015-09-24;6,726;6,763;6,985;6,985;6,726;6,726;6,769;134585,6424849079;910972,6;76;
2015-09-23;6,948;6,985;6,726;6,985;6,726;6,985;6,878;15356,244266880841;105624,95;27;
2015-09-22;6,726;6,80;6,985;7,243;6,652;6,726;6,897;162133,5270239353;1118200,35;124;
2015-09-21;6,911;6,985;6,504;6,985;6,504;6,985;6,864;104116,68910251527;714642,3;83;
2015-09-18;6,541;6,578;6,652;6,726;6,356;6,541;6,529;52205,81861514222;340865,85;123;
2015-09-17;6,615;6,689;6,578;6,689;6,541;6,615;6,637;60065,23913904625;398656,15;86;
2015-09-16;6,578;6,615;6,578;6,837;6,578;6,615;6,684;63010,66149754842;421171,15;83;
2015-09-15;6,763;6,80;6,948;6,948;6,763;6,763;6,832;13621,732799908044;93059,15;45;
